SampleID	SubjectID	GDColl	type
SRR9865755	N021	68	1
SRR9865666	N008	69	1
SRR9865670	N009	70	2
SRR9865619	N020	70	1
SRR9865676	N027	71	2
SRR9865790	N032	71	1
SRR9865478	N033	72	1
SRR9865413	TT0180B	72	2
SRR9865507	N035	73	2
SRR9865833	N007	74	1
SRR9865499	N021	74	1
SRR9865514	TT0180A	74	2
SRR9865620	N020	75	1
SRR9865674	N028	75	1
SRR9865624	N001	76	1
SRR9865801	N032	76	1
SRR9865770	N003	77	1
SRR9865710	N024	78	1
SRR9865800	N032	78	1
SRR9865525	N038	78	1
SRR9865732	N022	79	1
SRR9865617	N041	79	1
SRR9865483	N012	80	1
SRR9865677	N027	80	2
SRR9865609	N020	81	1
SRR9865748	N023	81	1
SRR9865681	TT0181B	81	2
SRR9865538	N014	82	1
SRR9865665	N008	83	1
SRR9865822	N035	83	2
SRR9865673	N010	86	1
SRR9865769	N037	86	1
SRR9865498	N021	87	1
SRR9865836	N007	88	1
SRR9865618	N041	90	1
SRR9865803	N032	91	1
SRR9865484	N012	92	1
SRR9865740	N025	92	1
SRR9865759	N013	93	1
SRR9865526	N038	93	1
SRR9865610	N020	95	1
SRR9865689	N015	97	1
SRR9865431	N026	98	1
SRR9865837	N007	99	2
SRR9865481	TT0101B	100	1
SRR9865644	TT0122A	100	2
SRR9865446	TT0122B	100	2
SRR9865828	TT0132B	101	2
SRR9865614	TT0132A	102	2
SRR9865724	N012	104	1
SRR9865627	N041	104	1
SRR9865442	N026	105	1
SRR9865789	TT0171A	106	2
SRR9865572	TT0171B	106	2
SRR9865547	N016	108	1
SRR9865529	N031	110	1
SRR9865718	TT0143A	114	1
SRR9865728	N025	115	1
SRR9865663	N007	117	3
SRR9865664	N008	118	1
SRR9865779	TT0108B	121	3
SRR9865824	TT0181A	121	2
SRR9865546	N016	122	1
SRR9865598	TT0108A	122	3
SRR9865640	TT0160B	122	1
SRR9865659	N008	125	1
SRR9865804	TT0185A	128	1
SRR9865571	TT0171B	132	2
SRR9865791	N031	133	2
SRR9865615	TT0132A	133	2
SRR9865593	TT0168A	133	1
SRR9865414	TT0180B	134	3
SRR9865545	N016	139	2
SRR9865515	TT0180A	139	2
SRR9865441	N026	140	1
SRR9865532	N016	150	2
SRR9865827	TT0132B	155	3
SRR9865680	TT0181B	157	2
SRR9865749	N023	160	1
SRR9865428	N026	166	2
SRR9865459	TT0122B	167	2
SRR9865754	TT0160B	169	2
SRR9865520	N039	173	1
SRR9865490	N018	175	1
SRR9865516	TT0180A	175	2
SRR9865415	TT0180B	175	3
SRR9865813	TT0181A	176	2
SRR9865482	TT0101B	180	1
SRR9865479	N019	184	3
SRR9865626	N040	184	2
SRR9865503	N005	186	1
SRR9865562	N004	188	2
SRR9865729	N025	188	1
SRR9865556	TT0171A	192	1
SRR9865704	TT0171B	192	2
SRR9865582	TT0168A	193	3
SRR9865787	N003	194	2
SRR9865437	N029	194	1
SRR9865462	N002	196	2
SRR9865475	N033	198	1
SRR9865649	TT0122A	198	2
SRR9865424	N010	199	1
SRR9865725	N012	203	1
SRR9865523	N038	203	2
SRR9865420	N011	204	1
SRR9865719	TT0143A	204	1
SRR9865812	TT0132A	205	3
SRR9865497	N021	209	1
SRR9865628	N041	209	2
SRR9865823	N035	211	3
SRR9865686	N015	215	1
SRR9865489	N018	216	1
SRR9865471	TT0132B	218	3
SRR9865675	N028	219	3
SRR9865648	TT0122A	230	2
SRR9865762	N037	231	3
SRR9865753	TT0160B	231	1
SRR9865517	TT0180A	232	2
SRR9865416	TT0180B	232	3
SRR9865802	N032	234	1
SRR9865597	TT0108A	234	1
SRR9865792	TT0108B	234	1
SRR9865733	N022	235	1
SRR9865814	TT0181A	235	2
SRR9865679	TT0181B	235	2
SRR9865590	TT0101B	244	2
SRR9865713	N024	247	2
SRR9865581	TT0168A	247	3
SRR9865555	TT0171A	250	2
SRR9865705	TT0171B	250	2
SRR9865643	TT0143A	251	1
SRR9865805	TT0185A	253	3
SRR9865537	N014	257	3
SRR9865492	N018	258	1
SRR9865743	N039	261	3
SRR9865811	TT0132A	267	3
SRR9865776	N013	271	1
SRR9865658	N029	275	3
SRR9865758	N028	280	3
SRR9865635	N040	280	2
SRR9865427	N026	281	1
SRR9865678	N027	282	3
SRR9865472	TT0132B	282	3
SRR9865460	TT0122B	286	2
SRR9865542	N013	288	1
SRR9865637	TT0160B	290	1
SRR9865544	N036	292	1
SRR9865634	TT0143A	292	1
SRR9865540	N014	295	3
SRR9865687	N015	295	1
SRR9865476	N033	295	3
SRR9865629	N041	295	2
SRR9865794	TT0181A	295	2
SRR9865621	TT0181B	295	2
SRR9865712	N024	296	2
SRR9865580	TT0168A	297	3
SRR9865820	N035	298	3
SRR9865573	TT0180B	302	2
SRR9865596	TT0108A	305	3
SRR9865793	TT0108B	305	3
SRR9865518	TT0180A	307	1
SRR9865734	N022	308	1
SRR9865607	N019	309	3
SRR9865558	TT0171A	310	1
SRR9865642	N030	312	3
SRR9865702	TT0171B	312	2
SRR9865806	TT0185A	312	1
SRR9865419	N011	314	1
SRR9865810	TT0132A	314	3
SRR9865722	N012	316	1
SRR9865563	N004	317	1
SRR9865650	N008	317	3
SRR9865447	TT0122A	319	2
SRR9865469	TT0132B	338	2
SRR9865589	TT0101B	344	2
SRR9865448	TT0122A	350	2
SRR9865653	TT0122B	350	2
SRR9865744	N039	352	3
SRR9865796	TT0181A	354	2
SRR9865841	N008	358	3
SRR9865509	TT0181B	358	1
SRR9865726	N025	362	3
SRR9865539	N014	363	3
SRR9865829	N009	364	1
SRR9865763	N037	365	3
SRR9865633	TT0143A	365	1
SRR9865809	TT0132A	366	3
SRR9865657	N029	367	3
SRR9865543	N036	367	3
SRR9865684	N015	369	4
SRR9865579	TT0168A	369	3
SRR9865557	TT0171A	371	2
SRR9865703	TT0171B	371	4
SRR9865491	N018	372	3
SRR9865807	TT0185A	372	3
SRR9865751	TT0160B	378	4
SRR9865541	N013	381	3
SRR9865736	N040	383	3
SRR9865423	N010	384	3
SRR9865707	N024	386	2
SRR9865735	N022	389	3
SRR9865422	N011	397	4
SRR9865723	N012	397	3
SRR9865821	N035	397	3
SRR9865430	N026	407	4
SRR9865592	TT0101B	408	4
SRR9865613	TT0108A	409	3
SRR9865683	N001	410	2
SRR9865693	N028	414	3
SRR9865470	TT0132B	418	3
SRR9865750	N023	422	3
SRR9865651	N030	422	3
SRR9865662	N007	425	2
SRR9865578	TT0168A	425	3
SRR9865583	TT0180A	427	4
SRR9865574	TT0180B	427	4
SRR9865625	N040	432	3
SRR9865603	N020	439	3
SRR9865782	TT0108B	439	3
SRR9865632	TT0143A	439	3
SRR9865568	TT0171A	440	4
SRR9865716	TT0171B	440	4
SRR9865457	TT0122A	441	3
SRR9865595	TT0122B	441	3
SRR9865671	TT0160B	441	4
SRR9865434	N010	442	3
SRR9865510	TT0181B	452	4
SRR9865695	TT0181A	453	4
SRR9865534	N036	454	3
SRR9865741	N039	456	3
SRR9865816	TT0185A	456	3
SRR9865421	N011	457	3
SRR9865720	N012	457	2
SRR9865591	TT0101B	458	4
SRR9865685	N015	459	3
SRR9865450	N029	460	3
SRR9865727	N025	471	3
SRR9865830	N009	472	4
SRR9865706	N024	475	3
SRR9865764	N037	477	3
SRR9865531	N016	480	3
SRR9865777	N022	485	3
SRR9865808	TT0132A	487	3
SRR9865488	N021	489	3
SRR9865630	N041	490	3
SRR9865622	N001	499	3
SRR9865611	TT0180B	508	4
SRR9865711	N023	511	3
SRR9865584	TT0180A	517	4
SRR9865612	TT0108A	524	3
SRR9865783	TT0108B	524	3
SRR9865817	TT0185A	526	3
SRR9865746	TT0101B	528	4
SRR9865682	TT0160B	528	3
SRR9865467	TT0132B	530	3
SRR9865647	TT0143A	531	3
SRR9865567	TT0171A	533	4
SRR9865717	TT0171B	533	3
SRR9865577	TT0168A	537	3
SRR9865731	TT0181A	538	4
SRR9865511	TT0181B	539	4
SRR9865655	TT0122B	542	4
SRR9865458	TT0122A	543	3
SRR9865661	N007	556	3
SRR9865745	TT0101B	589	4
SRR9865799	TT0132A	597	3
SRR9865795	TT0108B	601	3
SRR9865730	TT0181A	602	4
SRR9865468	TT0132B	614	3
SRR9865576	TT0168A	620	3
SRR9865818	TT0185A	620	3
SRR9865585	TT0180B	625	2
SRR9865602	TT0180B	625	4
SRR9865570	TT0171A	628	4
SRR9865714	TT0171B	628	4
SRR9865512	TT0181B	633	4
SRR3956342	INF117	7	1
SRR3956293	INF123	7	1
SRR3956301	INF124	7	1
SRR3956308	INF131	7	1
SRR3956314	INF132	7	1
SRR3956324	INF133	7	1
SRR3956397	INF150	7	1
SRR3956406	INF154	7	1
SRR3956271	INF19	7	1
SRR3956279	INF20	7	1
SRR3956232	INF207	7	2
SRR3956414	INF210	7	1
SRR3956423	INF211	7	1
SRR3956432	INF221	7	1
SRR3956369	INF225	7	1
SRR3956256	INF232	7	1
SRR3956322	INF240	7	2
SRR3956355	INF255	7	1
SRR3956361	INF257	7	1
SRR3956366	INF258	7	1
SRR3956375	INF329	7	1
SRR3956329	INF334	7	1
SRR3956385	INF350	7	1
SRR3956392	INF351	7	1
SRR3956240	INF387	7	1
SRR3956246	INF388	7	1
SRR3956251	INF436	7	1
SRR3956255	INF445	7	1
SRR3956262	INF446	7	1
SRR3956286	INF76	7	1
SRR3956338	INF116	14	1
SRR3956345	INF117	14	1
SRR3956294	INF123	14	1
SRR3956302	INF124	14	1
SRR3956309	INF131	14	1
SRR3956315	INF132	14	1
SRR3956325	INF133	14	1
SRR3956398	INF150	14	1
SRR3956407	INF154	14	1
SRR3956272	INF19	14	1
SRR3956280	INF20	14	1
SRR3956233	INF207	14	2
SRR3956415	INF210	14	1
SRR3956425	INF211	14	1
SRR3956433	INF221	14	1
SRR3956380	INF225	14	1
SRR3956267	INF232	14	1
SRR3956333	INF240	14	1
SRR3956356	INF255	14	1
SRR3956362	INF257	14	1
SRR3956367	INF258	14	1
SRR3956376	INF329	14	1
SRR3956330	INF334	14	1
SRR3956386	INF350	14	1
SRR3956393	INF351	14	1
SRR3956241	INF387	14	1
SRR3956247	INF388	14	1
SRR3956252	INF436	14	1
SRR3956257	INF445	14	1
SRR3956263	INF446	14	1
SRR3956287	INF76	14	1
SRR3956339	INF116	21	1
SRR3956346	INF117	21	1
SRR3956295	INF123	21	1
SRR3956303	INF124	21	1
SRR3956310	INF131	21	1
SRR3956316	INF132	21	1
SRR3956326	INF133	21	1
SRR3956399	INF150	21	1
SRR3956408	INF154	21	1
SRR3956273	INF19	21	1
SRR3956281	INF20	21	1
SRR3956343	INF207	21	2
SRR3956416	INF210	21	1
SRR3956426	INF211	21	1
SRR3956434	INF221	21	1
SRR3956391	INF225	21	1
SRR3956278	INF232	21	1
SRR3956344	INF240	21	1
SRR3956357	INF255	21	1
SRR3956363	INF257	21	1
SRR3956368	INF258	21	1
SRR3956377	INF329	21	1
SRR3956331	INF334	21	1
SRR3956387	INF350	21	1
SRR3956394	INF351	21	1
SRR3956242	INF387	21	1
SRR3956248	INF388	21	1
SRR3956253	INF436	21	1
SRR3956258	INF445	21	1
SRR3956264	INF446	21	1
SRR3956288	INF76	21	1
SRR3956340	INF116	28	1
SRR3956347	INF117	28	1
SRR3956296	INF123	28	2
SRR3956304	INF124	28	2
SRR3956312	INF131	28	1
SRR3956317	INF132	28	1
SRR3956327	INF133	28	1
SRR3956400	INF150	28	1
SRR3956409	INF154	28	1
SRR3956274	INF19	28	1
SRR3956282	INF20	28	1
SRR3956358	INF207	28	2
SRR3956417	INF210	28	1
SRR3956427	INF211	28	1
SRR3956235	INF221	28	1
SRR3956402	INF225	28	1
SRR3956289	INF232	28	1
SRR3956349	INF240	28	1
SRR3956359	INF255	28	1
SRR3956364	INF257	28	2
SRR3956370	INF258	28	1
SRR3956378	INF329	28	1
SRR3956332	INF334	28	1
SRR3956388	INF350	28	1
SRR3956395	INF351	28	1
SRR3956243	INF387	28	1
SRR3956249	INF388	28	1
SRR3956254	INF436	28	1
SRR3956259	INF445	28	1
SRR3956265	INF446	28	1
SRR3956290	INF76	28	1
SRR3956341	INF116	35	1
SRR3956348	INF117	35	1
SRR3956297	INF123	35	2
SRR3956305	INF124	35	1
SRR3956313	INF131	35	1
SRR3956318	INF132	35	1
SRR3956328	INF133	35	2
SRR3956401	INF150	35	1
SRR3956410	INF154	35	1
SRR3956275	INF19	35	1
SRR3956283	INF20	35	1
SRR3956418	INF210	35	1
SRR3956428	INF211	35	1
SRR3956236	INF221	35	1
SRR3956413	INF225	35	1
SRR3956300	INF232	35	2
SRR3956350	INF240	35	1
SRR3956360	INF255	35	1
SRR3956365	INF257	35	1
SRR3956371	INF258	35	1
SRR3956379	INF329	35	1
SRR3956334	INF334	35	1
SRR3956389	INF350	35	1
SRR3956396	INF351	35	1
SRR3956244	INF387	35	2
SRR3956250	INF388	35	1
SRR3956260	INF445	35	1
SRR3956266	INF446	35	1
SRR3956291	INF76	35	1
SRR3956298	INF123	42	2
SRR3956306	INF124	42	1
SRR3956319	INF132	42	1
SRR3956403	INF150	42	1
SRR3956411	INF154	42	1
SRR3956276	INF19	42	1
SRR3956284	INF20	42	1
SRR3956419	INF210	42	1
SRR3956429	INF211	42	1
SRR3956237	INF221	42	1
SRR3956424	INF225	42	1
SRR3956311	INF232	42	2
SRR3956351	INF240	42	1
SRR3956372	INF258	42	1
SRR3956381	INF329	42	1
SRR3956335	INF334	42	1
SRR3956390	INF350	42	1
SRR3956261	INF445	42	1
SRR3956268	INF446	42	1
SRR3956292	INF76	42	1
SRR3956299	INF123	49	2
SRR3956307	INF124	49	1
SRR3956320	INF132	49	1
SRR3956404	INF150	49	1
SRR3956412	INF154	49	1
SRR3956277	INF19	49	1
SRR3956285	INF20	49	1
SRR3956420	INF210	49	1
SRR3956430	INF211	49	1
SRR3956238	INF221	49	1
SRR3956234	INF225	49	1
SRR3956352	INF240	49	1
SRR3956373	INF258	49	1
SRR3956382	INF329	49	1
SRR3956336	INF334	49	1
SRR3956269	INF446	49	1
SRR3956321	INF132	56	1
SRR3956405	INF150	56	1
SRR3956421	INF210	56	1
SRR3956431	INF211	56	1
SRR3956239	INF221	56	1
SRR3956245	INF225	56	1
SRR3956353	INF240	56	1
SRR3956374	INF258	56	1
SRR3956383	INF329	56	1
SRR3956337	INF334	56	1
SRR3956270	INF446	56	1
SRR3956323	INF132	63	1
SRR3956422	INF210	63	1
SRR3956354	INF240	63	1
SRR3956384	INF329	63	1
DRR174419	pC	2	1
DRR174467	pF1	2	2
DRR174530	pH	2	1
DRR174548	pI	2	1
DRR174420	pC	3	1
DRR174468	pF1	3	2
DRR174486	pF2	3	2
DRR174496	pG1	3	1
DRR174512	pG2	3	1
DRR174531	pH	3	1
DRR174549	pI	3	1
DRR174403	pB	4	1
DRR174421	pC	4	1
DRR174434	pD	4	1
DRR174451	pE	4	1
DRR174469	pF1	4	2
DRR174487	pF2	4	2
DRR174497	pG1	4	1
DRR174513	pG2	4	1
DRR174532	pH	4	1
DRR174306	HC01	5	2
DRR174308	HC02	5	1
DRR174310	HC03	5	1
DRR174312	HC04	5	2
DRR174314	HC05	5	1
DRR174316	HC06	5	1
DRR174318	HC07	5	1
DRR174320	HC08	5	1
DRR174322	HC09	5	1
DRR174324	HC10	5	1
DRR174326	HC11	5	1
DRR174328	HC12	5	1
DRR174330	HC13	5	1
DRR174332	HC14	5	1
DRR174334	HC15	5	1
DRR174336	HC16	5	1
DRR174338	HC17	5	1
DRR174340	HC18	5	1
DRR174342	HC19	5	1
DRR174344	HC20	5	1
DRR174346	HV01	5	2
DRR174348	HV02	5	2
DRR174350	HV03	5	1
DRR174352	HV04	5	2
DRR174354	HV05	5	2
DRR174356	HV06	5	2
DRR174358	HV07	5	2
DRR174360	HV08	5	1
DRR174362	HV09	5	1
DRR174364	HV10	5	1
DRR174366	HV11	5	1
DRR174368	HV12	5	1
DRR174370	HV13	5	2
DRR174372	HV14	5	1
DRR174374	HV15	5	2
DRR174376	HV16	5	1
DRR174378	HV17	5	2
DRR174380	HV18	5	2
DRR174382	HV19	5	2
DRR174384	HV20	5	1
DRR174386	HV21	5	1
DRR174388	HV22	5	2
DRR174390	pA	5	1
DRR174404	pB	5	1
DRR174422	pC	5	1
DRR174435	pD	5	1
DRR174452	pE	5	1
DRR174470	pF1	5	2
DRR174488	pF2	5	2
DRR174498	pG1	5	1
DRR174514	pG2	5	1
DRR174533	pH	5	1
DRR174550	pI	5	1
DRR174562	pJ	5	3
DRR174564	pK	5	1
DRR174566	pL	5	3
DRR174568	pM	5	1
DRR174570	pN	5	1
DRR174572	pO	5	1
DRR174405	pB	6	1
DRR174423	pC	6	1
DRR174436	pD	6	1
DRR174453	pE	6	1
DRR174471	pF1	6	2
DRR174499	pG1	6	1
DRR174515	pG2	6	1
DRR174534	pH	6	1
DRR174406	pB	7	1
DRR174424	pC	7	1
DRR174437	pD	7	1
DRR174454	pE	7	1
DRR174472	pF1	7	2
DRR174489	pF2	7	2
DRR174500	pG1	7	1
DRR174516	pG2	7	1
DRR174535	pH	7	1
DRR174551	pI	7	1
DRR174391	pA	9	1
DRR174407	pB	9	1
DRR174425	pC	9	1
DRR174438	pD	9	1
DRR174455	pE	9	1
DRR174473	pF1	9	2
DRR174490	pF2	9	2
DRR174501	pG1	9	1
DRR174517	pG2	9	1
DRR174392	pA	11	1
DRR174408	pB	11	1
DRR174426	pC	11	1
DRR174439	pD	11	1
DRR174456	pE	11	1
DRR174502	pG1	11	2
DRR174518	pG2	11	1
DRR174536	pH	11	1
DRR174393	pA	13	1
DRR174409	pB	13	1
DRR174440	pD	13	1
DRR174457	pE	13	1
DRR174474	pF1	13	2
DRR174491	pF2	13	2
DRR174503	pG1	13	2
DRR174519	pG2	13	1
DRR174537	pH	13	1
DRR174552	pI	13	1
DRR174394	pA	15	1
DRR174427	pC	15	1
DRR174458	pE	15	1
DRR174475	pF1	15	2
DRR174504	pG1	15	2
DRR174520	pG2	15	2
DRR174538	pH	15	1
DRR174553	pI	15	1
DRR174395	pA	17	1
DRR174410	pB	17	1
DRR174441	pD	17	1
DRR174459	pE	17	1
DRR174476	pF1	17	2
DRR174539	pH	17	1
DRR174554	pI	17	1
DRR174396	pA	19	1
DRR174411	pB	19	2
DRR174428	pC	19	1
DRR174442	pD	19	1
DRR174477	pF1	19	2
DRR174492	pF2	19	2
DRR174505	pG1	19	2
DRR174521	pG2	19	2
DRR174540	pH	19	1
DRR174555	pI	19	1
DRR174412	pB	21	1
DRR174429	pC	21	1
DRR174443	pD	21	1
DRR174460	pE	21	1
DRR174478	pF1	21	2
DRR174506	pG1	21	2
DRR174522	pG2	21	2
DRR174541	pH	21	1
DRR174397	pA	23	1
DRR174413	pB	23	1
DRR174444	pD	23	1
DRR174461	pE	23	2
DRR174479	pF1	23	2
DRR174507	pG1	23	2
DRR174523	pG2	23	2
DRR174556	pI	23	1
DRR174398	pA	25	1
DRR174414	pB	25	1
DRR174445	pD	25	1
DRR174462	pE	25	2
DRR174493	pF2	25	2
DRR174508	pG1	25	2
DRR174524	pG2	25	2
DRR174542	pH	25	2
DRR174557	pI	25	1
DRR174563	pJ	25	2
DRR174399	pA	27	1
DRR174446	pD	27	1
DRR174480	pF1	27	2
DRR174525	pG2	27	2
DRR174543	pH	27	2
DRR174558	pI	27	1
DRR174415	pB	29	1
DRR174447	pD	29	1
DRR174463	pE	29	2
DRR174481	pF1	29	2
DRR174544	pH	29	2
DRR174559	pI	29	1
DRR174565	pK	29	1
DRR174573	pO	29	1
DRR174307	HC01	30	2
DRR174309	HC02	30	2
DRR174311	HC03	30	2
DRR174313	HC04	30	1
DRR174315	HC05	30	2
DRR174317	HC06	30	1
DRR174319	HC07	30	1
DRR174321	HC08	30	2
DRR174323	HC09	30	2
DRR174325	HC10	30	1
DRR174327	HC11	30	2
DRR174329	HC12	30	2
DRR174331	HC13	30	2
DRR174333	HC14	30	1
DRR174335	HC15	30	1
DRR174337	HC16	30	2
DRR174339	HC17	30	1
DRR174341	HC18	30	1
DRR174343	HC19	30	2
DRR174345	HC20	30	1
DRR174347	HV01	30	2
DRR174349	HV02	30	2
DRR174351	HV03	30	1
DRR174353	HV04	30	2
DRR174355	HV05	30	2
DRR174357	HV06	30	3
DRR174359	HV07	30	2
DRR174361	HV08	30	2
DRR174363	HV09	30	1
DRR174365	HV10	30	2
DRR174367	HV11	30	1
DRR174369	HV12	30	2
DRR174371	HV13	30	2
DRR174373	HV14	30	2
DRR174375	HV15	30	2
DRR174377	HV16	30	3
DRR174379	HV17	30	2
DRR174381	HV18	30	2
DRR174383	HV19	30	2
DRR174385	HV20	30	2
DRR174387	HV21	30	2
DRR174389	HV22	30	2
DRR174567	pL	31	3
DRR174569	pM	32	2
DRR174571	pN	32	2
DRR174430	pC	35	1
DRR174482	pF1	35	2
DRR174494	pF2	35	2
DRR174509	pG1	35	2
DRR174526	pG2	35	2
DRR174545	pH	35	2
DRR174400	pA	42	1
DRR174416	pB	42	1
DRR174431	pC	42	1
DRR174448	pD	42	1
DRR174464	pE	42	2
DRR174483	pF1	42	2
DRR174495	pF2	42	2
DRR174527	pG2	42	2
DRR174546	pH	42	2
DRR174401	pA	49	1
DRR174417	pB	49	1
DRR174432	pC	49	1
DRR174449	pD	49	1
DRR174465	pE	49	2
DRR174484	pF1	49	2
DRR174510	pG1	49	2
DRR174528	pG2	49	2
DRR174560	pI	49	2
DRR174402	pA	56	1
DRR174418	pB	56	1
DRR174433	pC	56	1
DRR174450	pD	56	1
DRR174466	pE	56	2
DRR174485	pF1	56	2
DRR174511	pG1	56	2
DRR174529	pG2	56	2
DRR174547	pH	56	2
DRR174561	pI	56	2
C10MecF	C10	0	1
C11MecF	C11	0	1
C12bMecF	C12b	0	2
C13bMecF	C13b	0	1
C14MecF	C14	0	1
C15MecF	C15	0	1
C16MecF	C16	0	2
C1aMecF	C1a	0	2
C1bMecF	C1b	0	2
C2aMecF	C2a	0	2
C2bMecF	C2b	0	1
C3aMecF	C3a	0	1
C4MecF	C4	0	1
C5MecF	C5	0	2
C6MecF	C6	0	2
C7MecF	C7	0	2
C8MecF	C8	0	2
C9MecF	C9	0	2
C13aMec1F	C13a	1	1
C8D2F	C8	2	1
C10D4F	C10	4	1
C11D4F	C11	4	1
C12aD4F	C12a	4	1
C12bD4F	C12b	4	1
C13aD4F	C13a	4	1
C13bD4F	C13b	4	1
C14D4F	C14	4	1
C15D4F	C15	4	1
C16D4F	C16	4	1
C1aD4F	C1a	4	1
C1bD4F	C1b	4	1
C2bD4F	C2b	4	1
C3aD4F	C3a	4	1
C3bD4F	C3b	4	1
C4D4F	C4	4	1
C5D4F	C5	4	1
C6D4F	C6	4	1
C7D4F	C7	4	1
C8D4F	C8	4	1
C10D7F	C10	7	1
C11D7F	C11	7	1
C12aD7F	C12a	7	1
C12bD7F	C12b	7	1
C13aD7F	C13a	7	1
C13bD7F	C13b	7	1
C14D7F	C14	7	1
C15D7F	C15	7	1
C16D7F	C16	7	1
C1aD7F	C1a	7	1
C1bD7F	C1b	7	1
C2aD7F	C2a	7	1
C2bD7F	C2b	7	1
C3aD7F	C3a	7	1
C3bD7F	C3b	7	1
C4D7F	C4	7	2
C5D7F	C5	7	1
C6D7F	C6	7	1
C7D7F	C7	7	2
C9D7F	C9	7	1
C10D14F	C10	14	1
C11D14F	C11	14	1
C12aD14F	C12a	14	2
C12bD14F	C12b	14	1
C13aD14F	C13a	14	2
C13bD14F	C13b	14	2
C14D14F	C14	14	1
C15D14F	C15	14	1
C16D14F	C16	14	1
C1aD14F	C1a	14	2
C1bD14F	C1b	14	2
C2aD14F	C2a	14	1
C2bD14F	C2b	14	1
C3aD14F	C3a	14	2
C3bD14F	C3b	14	2
C4D14F	C4	14	2
C5D14F	C5	14	2
C6D14F	C6	14	1
C7D14F	C7	14	2
C8D14F	C8	14	1
C9D14F	C9	14	1
C11D21F	C11	21	1
C12aD21F	C12a	21	2
C13aD21F	C13a	21	2
C13bD21F	C13b	21	2
C14D21F	C14	21	1
C15D21F	C15	21	2
C16D21F	C16	21	1
C1aD21F	C1a	21	2
C1bD21F	C1b	21	2
C5D21F	C5	21	2
C6D21F	C6	21	1
C7D21F	C7	21	2
C8D21F	C8	21	1
C9D21F	C9	21	1
C10D30F	C10	30	2
C11D30F	C11	30	1
C12aD30F	C12a	30	1
C12bD30F	C12b	30	2
C13bD30F	C13b	30	2
C16D30F	C16	30	1
C2aD30F	C2a	30	1
C2bD30F	C2b	30	1
C3aD30F	C3a	30	2
C3bD30F	C3b	30	2
C4D30F	C4	30	2
C5D30F	C5	30	2
C6D30F	C6	30	1
C7D30F	C7	30	2
C2bD35F	C2b	35	2
C15D45F	C15	45	2
C2aD45F	C2a	45	1
C5D45F	C5	45	2
C2aD65F	C2a	65	2
C5D70F	C5	70	2
C15D75F	C15	75	2
C7D80F	C7	80	2
C12aD90F	C12a	90	2
C4D90F	C4	90	2
C6D90F	C6	90	2
C15D105F	C15	105	2
C2aD120F	C2a	120	2
C2bD120F	C2b	120	2
C4D120F	C4	120	2
C5D120F	C5	120	1
C15D135F	C15	135	2
C2aD150F	C2a	150	2
C4D150F	C4	150	2
C5D150F	C5	150	2
C15D165F	C15	165	2
C2aD180F	C2a	180	2
C2bD180F	C2b	180	2
C4D180F	C4	180	2
C2aD210F	C2a	210	2
C2bD210F	C2b	210	2
C4D210F	C4	210	2
SRR5274091	C10001	1	1
SRR5274072	C10005	1	1
SRR5274065	C10006	1	1
SRR5274054	C10007	1	1
SRR5274048	C10008	1	1
SRR5274040	C10009	1	1
SRR5274028	C10015	1	3
SRR5274022	C10019	1	3
SRR5274013	C10020	1	1
SRR5274005	C10023	1	1
SRR5273996	C10024	1	1
SRR5273988	C10026	1	2
SRR5273977	C10029	1	1
SRR5273964	C10031	1	1
SRR5273962	C10032	1	1
SRR5273952	C10034	1	1
SRR5273942	C10035	1	1
SRR5273905	C10049	1	1
SRR5273892	C10052	1	1
SRR5273887	C10055	1	3
SRR5274084	C10002	3	2
SRR5274070	C10005	3	2
SRR5274063	C10006	3	2
SRR5274053	C10007	3	1
SRR5274046	C10008	3	1
SRR5274038	C10009	3	2
SRR5274026	C10015	3	3
SRR5274021	C10019	3	1
SRR5274012	C10020	3	1
SRR5274004	C10023	3	3
SRR5273995	C10024	3	3
SRR5273987	C10026	3	2
SRR5273976	C10029	3	3
SRR5273961	C10032	3	1
SRR5273951	C10034	3	1
SRR5273941	C10035	3	1
SRR5273920	C10042	3	1
SRR5273915	C10043	3	1
SRR5273900	C10049	3	1
SRR5273891	C10052	3	1
SRR5273886	C10055	3	2
SRR5274082	C10002	7	1
SRR5274077	C10003	7	1
SRR5274061	C10006	7	2
SRR5274051	C10007	7	1
SRR5274044	C10008	7	2
SRR5274035	C10009	7	1
SRR5274029	C10015	7	3
SRR5274018	C10019	7	1
SRR5274011	C10020	7	1
SRR5273999	C10023	7	1
SRR5273993	C10024	7	1
SRR5273986	C10026	7	2
SRR5273974	C10029	7	3
SRR5273966	C10031	7	2
SRR5273959	C10032	7	1
SRR5273944	C10034	7	1
SRR5273934	C10035	7	2
SRR5273928	C10039	7	1
SRR5273919	C10042	7	3
SRR5273903	C10049	7	1
SRR5273889	C10052	7	1
SRR5273884	C10055	7	2
SRR5274081	C10002	30	2
SRR5274076	C10003	30	1
SRR5274069	C10005	30	3
SRR5274060	C10006	30	3
SRR5274050	C10007	30	1
SRR5274036	C10009	30	1
SRR5274019	C10019	30	1
SRR5274007	C10020	30	2
SRR5273998	C10023	30	3
SRR5273990	C10024	30	1
SRR5273982	C10026	30	1
SRR5273965	C10031	30	1
SRR5273957	C10032	30	1
SRR5273943	C10034	30	1
SRR5273933	C10035	30	2
SRR5273918	C10042	30	3
