SampleID	SubjectID	GDColl	type
SRR7039479	ID1	332	1
SRR7041410	ID2	332	3
SRR7044493	ID3	332	3
SRR7046280	ID4	332	2
SRR7048015	ID5	332	3
SRR7053354	ID6	332	2
SRR7053998	ID8	332	3
SRR7054322	ID9	332	3
SRR7039464	ID1	333	3
SRR7058807	ID12	333	3
SRR7041407	ID2	333	3
SRR7044446	ID3	333	3
SRR7053353	ID6	333	2
SRR7053997	ID8	333	3
SRR7054311	ID9	333	3
SRR7039465	ID1	334	3
SRR7058812	ID12	334	3
SRR7041408	ID2	334	3
SRR7044447	ID3	334	3
SRR7046241	ID4	334	3
SRR7048014	ID5	334	3
SRR7053741	ID7	334	3
SRR7054000	ID8	334	3
SRR7054376	ID9	334	3
SRR7039320	ID1	335	3
SRR7055955	ID10	335	3
SRR7056634	ID11	335	3
SRR7044448	ID3	335	3
SRR7048017	ID5	335	3
SRR7053352	ID6	335	2
SRR7053999	ID8	335	3
SRR7054375	ID9	335	3
SRR7039319	ID1	336	3
SRR7055954	ID10	336	3
SRR7056822	ID11	336	3
SRR7058810	ID12	336	3
SRR7041421	ID2	336	3
SRR7044449	ID3	336	3
SRR7048016	ID5	336	3
SRR7053351	ID6	336	1
SRR7053994	ID8	336	3
SRR7054243	ID9	336	2
SRR7039322	ID1	337	3
SRR7055933	ID10	337	3
SRR7056675	ID11	337	3
SRR7041422	ID2	337	3
SRR7044450	ID3	337	3
SRR7048008	ID5	337	2
SRR7053350	ID6	337	2
SRR7053715	ID7	337	2
SRR7053993	ID8	337	3
SRR7054344	ID9	337	2
SRR7039321	ID1	338	1
SRR7055934	ID10	338	3
SRR7056631	ID11	338	3
SRR7058919	ID12	338	3
SRR7041390	ID2	338	3
SRR7044451	ID3	338	3
SRR7046242	ID4	338	3
SRR7048007	ID5	338	2
SRR7053349	ID6	338	1
SRR7053996	ID8	338	2
SRR7054345	ID9	338	3
SRR7039324	ID1	339	3
SRR7055935	ID10	339	3
SRR7056630	ID11	339	3
SRR7058918	ID12	339	3
SRR7041391	ID2	339	3
SRR7044452	ID3	339	3
SRR7046243	ID4	339	2
SRR7047978	ID5	339	3
SRR7053348	ID6	339	1
SRR7053995	ID8	339	2
SRR7054346	ID9	339	1
SRR7039323	ID1	340	3
SRR7056629	ID11	340	3
SRR7041388	ID2	340	3
SRR7044453	ID3	340	3
SRR7046244	ID4	340	3
SRR7047979	ID5	340	2
SRR7053357	ID6	340	2
SRR7054006	ID8	340	3
SRR7054347	ID9	340	3
SRR7039314	ID1	341	3
SRR7055936	ID10	341	2
SRR7056628	ID11	341	3
SRR7058756	ID12	341	3
SRR7041389	ID2	341	2
SRR7044443	ID3	341	3
SRR7047976	ID5	341	3
SRR7053356	ID6	341	1
SRR7054005	ID8	341	3
SRR7039295	ID1	342	3
SRR7041386	ID2	342	3
SRR7044356	ID3	342	3
SRR7053508	ID6	342	1
SRR7053969	ID8	342	3
SRR7054348	ID9	342	3
SRR7039504	ID1	343	1
SRR7041387	ID2	343	3
SRR7044416	ID3	343	3
SRR7053970	ID8	343	3
SRR7054321	ID9	343	3
SRR7039502	ID1	344	3
SRR7041384	ID2	344	3
SRR7044415	ID3	344	3
SRR7047977	ID5	344	3
SRR7053967	ID8	344	3
SRR7039287	ID1	345	3
SRR7041385	ID2	345	3
SRR7044418	ID3	345	3
SRR7046237	ID4	345	3
SRR7053743	ID7	345	3
SRR7053968	ID8	345	2
SRR7054350	ID9	345	3
SRR7039288	ID1	346	3
SRR7058827	ID12	346	3
SRR7041366	ID2	346	2
SRR7044417	ID3	346	3
SRR7046238	ID4	346	3
SRR7047982	ID5	346	2
SRR7053965	ID8	346	2
SRR7054338	ID9	346	3
SRR7039285	ID1	347	3
SRR7055937	ID10	347	3
SRR7056651	ID11	347	2
SRR7058821	ID12	347	3
SRR7041394	ID2	347	3
SRR7044412	ID3	347	2
SRR7046239	ID4	347	3
SRR7047983	ID5	347	3
SRR7053966	ID8	347	3
SRR7054339	ID9	347	3
SRR7039286	ID1	348	3
SRR7055938	ID10	348	2
SRR7056649	ID11	348	3
SRR7041511	ID2	348	3
SRR7044411	ID3	348	3
SRR7046240	ID4	348	3
SRR7053509	ID6	348	2
SRR7054318	ID9	348	3
SRR7039291	ID1	349	3
SRR7055939	ID10	349	2
SRR7056691	ID11	349	3
SRR7058935	ID12	349	3
SRR7041510	ID2	349	3
SRR7044414	ID3	349	3
SRR7046245	ID4	349	3
SRR7047980	ID5	349	3
SRR7053510	ID6	349	1
SRR7053742	ID7	349	2
SRR7053963	ID8	349	3
SRR7054317	ID9	349	3
SRR7039292	ID1	350	3
SRR7055940	ID10	350	2
SRR7056821	ID11	350	3
SRR7044413	ID3	350	3
SRR7046246	ID4	350	3
SRR7047981	ID5	350	3
SRR7053745	ID7	350	3
SRR7053964	ID8	350	3
SRR7054320	ID9	350	2
SRR7039289	ID1	351	3
SRR7055941	ID10	351	2
SRR7056671	ID11	351	3
SRR7058830	ID12	351	3
SRR7041513	ID2	351	3
SRR7044408	ID3	351	3
SRR7046343	ID4	351	3
SRR7047974	ID5	351	2
SRR7053511	ID6	351	1
SRR7053744	ID7	351	3
SRR7054319	ID9	351	3
SRR7039290	ID1	352	3
SRR7055942	ID10	352	3
SRR7058831	ID12	352	3
SRR7041512	ID2	352	3
SRR7044407	ID3	352	3
SRR7046342	ID4	352	3
SRR7047975	ID5	352	2
SRR7053728	ID7	352	3
SRR7053977	ID8	352	3
SRR7054314	ID9	352	3
SRR7039293	ID1	353	3
SRR7056015	ID10	353	3
SRR7056672	ID11	353	3
SRR7058832	ID12	353	3
SRR7041506	ID2	353	3
SRR7044384	ID3	353	3
SRR7046345	ID4	353	2
SRR7048092	ID5	353	3
SRR7053978	ID8	353	2
SRR7054313	ID9	353	2
SRR7039294	ID1	354	3
SRR7056014	ID10	354	3
SRR7056677	ID11	354	3
SRR7041505	ID2	354	3
SRR7046344	ID4	354	3
SRR7048091	ID5	354	3
SRR7053512	ID6	354	1
SRR7053943	ID8	354	3
SRR7054316	ID9	354	2
SRR7039380	ID1	355	3
SRR7056013	ID10	355	3
SRR7048090	ID5	355	2
SRR7053944	ID8	355	3
SRR7056012	ID10	356	3
SRR7056678	ID11	356	2
SRR7058833	ID12	356	1
SRR7041509	ID2	356	2
SRR7046339	ID4	356	3
SRR7048089	ID5	356	2
SRR7053941	ID8	356	3
SRR7056011	ID10	357	2
SRR7056718	ID11	357	2
SRR7041507	ID2	357	3
SRR7046338	ID4	357	3
SRR7048096	ID5	357	2
SRR7053729	ID7	357	3
SRR7053942	ID8	357	3
SRR7056010	ID10	358	3
SRR7056676	ID11	358	2
SRR7058834	ID12	358	3
SRR7041420	ID2	358	3
SRR7048095	ID5	358	3
SRR7053939	ID8	358	3
SRR7056009	ID10	359	3
SRR7056804	ID11	359	3
SRR7058835	ID12	359	3
SRR7044385	ID3	359	3
SRR7048094	ID5	359	3
SRR7053940	ID8	359	3
SRR7056008	ID10	360	3
SRR7056805	ID11	360	3
SRR7058856	ID12	360	3
SRR7041419	ID2	360	2
SRR7044382	ID3	360	3
SRR7053937	ID8	360	3
SRR7054315	ID9	360	2
SRR7056007	ID10	361	3
SRR7056693	ID11	361	2
SRR7058855	ID12	361	3
SRR7044383	ID3	361	3
SRR7048093	ID5	361	2
SRR7053740	ID7	361	3
SRR7053938	ID8	361	3
SRR7056006	ID10	362	3
SRR7056692	ID11	362	3
SRR7041336	ID2	362	3
SRR7044380	ID3	362	3
SRR7048087	ID5	362	3
SRR7053746	ID7	362	3
SRR7053951	ID8	362	3
SRR7056032	ID10	363	2
SRR7058854	ID12	363	3
SRR7044381	ID3	363	3
SRR7048086	ID5	363	3
SRR7053513	ID6	363	2
SRR7053732	ID7	363	3
SRR7054289	ID9	363	2
SRR7056031	ID10	364	2
SRR7056695	ID11	364	3
SRR7058853	ID12	364	3
SRR7048055	ID5	364	3
SRR7054310	ID9	364	2
SRR7056030	ID10	365	3
SRR7056694	ID11	365	3
SRR7058852	ID12	365	3
SRR7041337	ID2	365	3
SRR7044379	ID3	365	3
SRR7053733	ID7	365	3
SRR7058851	ID12	366	3
SRR7041338	ID2	366	3
SRR7048056	ID5	366	2
SRR7048057	ID5	367	3
SRR5079053	IM001	7	3
SRR5078791	IM002	7	1
SRR5078636	IM003	7	1
SRR5078980	IM004	7	1
SRR5079003	IM006	7	1
SRR5078726	IM007	7	2
SRR5079020	IM008	7	2
SRR5078708	IM009	7	2
SRR5078863	IM010	7	2
SRR5078917	IM011	7	2
SRR5078930	IM012	7	2
SRR5078704	IM013	7	1
SRR5078799	IM014	7	1
SRR5078920	IM015	7	2
SRR5079038	IM017	7	1
SRR5078761	IM018	7	1
SRR5079000	IM019	7	2
SRR5078828	IM020	7	1
SRR5078903	IM021	7	2
SRR5078839	IM025	7	2
SRR5078629	IM026	7	2
SRR5078617	IM027	7	3
SRR5078676	IM028	7	2
SRR5078969	IM030	7	2
SRR5078860	IM031	7	2
SRR5078938	IM032	7	3
SRR5078882	IM033	7	1
SRR5078762	IM034	7	1
SRR5078590	IM035	7	1
SRR5078579	IM036	7	2
SRR5078936	IM037	7	2
SRR5078848	IM039	7	1
SRR5078820	IM040	7	1
SRR5078659	IM041	7	2
SRR5078902	IM042	7	2
SRR5078639	IM043	7	1
SRR5079047	IM044	7	3
SRR5078809	IM045	7	1
SRR5078643	IM047	7	1
SRR5079040	IM048	7	2
SRR5078685	IM049	7	2
SRR5078983	IM050	7	2
SRR5078815	IM051	7	3
SRR5078669	IM052	7	2
SRR5078886	IM053	7	1
SRR5079010	IM054	7	3
SRR5078574	IM056	7	2
SRR5078758	IM057	7	1
SRR5078831	IM058	7	2
SRR5078816	IM059	7	3
SRR5078689	IM061	7	2
SRR5079001	IM062	7	2
SRR5078862	IM063	7	2
SRR5078929	IM064	7	1
SRR5078999	IM065	7	1
SRR5078735	IM066	7	1
SRR5078914	IM067	7	2
SRR5078867	IM068	7	2
SRR5078800	IM069	7	1
SRR5078950	IM070	7	2
SRR5078634	IM071	7	2
SRR5078593	IM072	7	1
SRR5078813	IM073	7	3
SRR5078933	IM074	7	2
SRR5078603	IM075	7	2
SRR5078686	IM077	7	3
SRR5078911	IM078	7	2
SRR5078907	IM080	7	1
SRR5079017	IM081	7	2
SRR5079019	IM082	7	1
SRR5078668	IM083	7	1
SRR5078834	IM084	7	2
SRR5078909	IM085	7	2
SRR5078611	IM086	7	1
SRR5078683	IM087	7	3
SRR5078880	IM088	7	1
SRR5079066	IM089	7	3
SRR5078622	IM090	7	2
SRR5078691	IM091	7	2
SRR5078963	IM092	7	1
SRR5078568	IM093	7	2
SRR5078721	IM094	7	2
SRR5078951	IM095	7	3
SRR5078730	IM096	7	1
SRR5078894	IM097	7	2
SRR5078904	IM098	7	2
SRR5078773	IM099	7	1
SRR5078619	IM100	7	1
SRR5078626	IM102	7	1
SRR5078849	IM103	7	2
SRR5078594	IM104	7	1
SRR5078995	IM105	7	2
SRR5078970	IM106	7	1
SRR5079057	IM107	7	1
SRR5078747	IM109	7	1
SRR5078694	IM110	7	2
SRR5078953	IM112	7	2
SRR5078872	IM113	7	1
SRR5078916	IM114	7	1
SRR5078944	IM115	7	3
SRR5078698	IM116	7	1
SRR5078764	IM117	7	1
SRR5078693	IM118	7	2
SRR5078588	IM119	7	3
SRR5079048	IM121	7	1
SRR5078926	IM124	7	1
SRR5078881	IM125	7	2
SRR5078662	IM126	7	1
SRR5078589	IM127	7	2
SRR5078992	IM131	7	2
SRR5078675	IM132	7	1
SRR5078746	IM133	7	1
SRR5078655	IM134	7	1
SRR5078770	IM135	7	1
SRR5078946	IM136	7	2
SRR5078651	IM137	7	1
SRR5079018	IM138	7	1
SRR5078935	IM139	7	1
SRR5078827	IM141	7	1
SRR5078837	IM142	7	3
SRR5078604	IM143	7	3
SRR5079004	IM144	7	2
SRR5078959	IM145	7	3
SRR5078777	IM146	7	1
SRR5078578	IM147	7	2
SRR5078814	IM148	7	3
SRR5078614	IM149	7	1
SRR5078985	IM150	7	3
SRR5078901	IM151	7	2
SRR5078736	IM152	7	1
SRR5078644	IM153	7	3
SRR5078934	IM154	7	1
SRR5078861	IM155	7	1
SRR5078580	IM156	7	2
SRR5078645	IM157	7	2
SRR5078692	IM158	7	1
SRR5078687	IM159	7	2
SRR5079130	IM160	7	1
SRR5079191	IM161	7	1
SRR5079240	IM162	7	2
SRR5079165	IM163	7	1
SRR5079199	IM164	7	1
SRR5079158	IM165	7	1
SRR5079084	IM166	7	1
SRR5079138	IM167	7	1
SRR5079266	IM168	7	1
SRR5079219	IM169	7	2
SRR5079213	IM170	7	1
SRR5079229	IM171	7	2
SRR5079245	IM172	7	3
SRR5079224	IM173	7	1
SRR5079221	IM174	7	1
SRR5079188	IM175	7	1
SRR5079252	IM176	7	1
SRR5079089	IM177	7	3
SRR5079290	IM178	7	1
SRR5079121	IM179	7	2
SRR5079276	IM180	7	1
SRR5079272	IM181	7	1
SRR5079166	IM182	7	2
SRR5079077	IM185	7	1
SRR5079133	IM186	7	3
SRR5079260	IM187	7	2
SRR5079185	IM188	7	2
SRR5079243	IM189	7	1
SRR5079217	IM190	7	1
SRR5079129	IM191	7	2
SRR5079100	IM192	7	2
SRR5079275	IM193	7	1
SRR5079169	IM194	7	1
SRR5079111	IM195	7	2
SRR5079086	IM196	7	1
SRR5079110	IM198	7	1
SRR5079239	IM199	7	3
SRR5079155	IM200	7	1
SRR5079262	IM202	7	1
SRR5079184	IM203	7	1
SRR5079174	IM204	7	1
SRR5079180	IM205	7	1
SRR5079079	IM206	7	1
SRR5079168	IM207	7	2
SRR5079163	IM209	7	1
SRR5079127	IM210	7	2
SRR5079080	IM211	7	1
SRR5079187	IM212	7	1
SRR5079212	IM213	7	1
SRR5079073	IM214	7	1
SRR5079261	IM215	7	1
SRR5079098	IM216	7	1
SRR5079118	IM217	7	1
SRR5079287	IM218	7	2
SRR5079203	IM219	7	1
SRR5079046	IM001	28	2
SRR5078875	IM003	28	1
SRR5078960	IM004	28	1
SRR5078759	IM005	28	2
SRR5078582	IM006	28	2
SRR5078613	IM007	28	2
SRR5078612	IM008	28	2
SRR5078684	IM010	28	2
SRR5078803	IM011	28	2
SRR5078826	IM012	28	3
SRR5078680	IM015	28	2
SRR5078852	IM017	28	2
SRR5078878	IM018	28	3
SRR5078682	IM020	28	2
SRR5078621	IM021	28	2
SRR5078830	IM026	28	3
SRR5078918	IM027	28	2
SRR5079009	IM028	28	3
SRR5078596	IM032	28	2
SRR5078984	IM035	28	2
SRR5078601	IM036	28	2
SRR5078931	IM037	28	2
SRR5078955	IM040	28	2
SRR5078714	IM041	28	2
SRR5078577	IM042	28	2
SRR5078648	IM043	28	2
SRR5078922	IM044	28	3
SRR5078978	IM045	28	2
SRR5078671	IM048	28	2
SRR5078679	IM049	28	2
SRR5078941	IM050	28	2
SRR5078966	IM051	28	3
SRR5078573	IM052	28	2
SRR5078905	IM053	28	2
SRR5078939	IM054	28	2
SRR5078833	IM056	28	2
SRR5078850	IM057	28	2
SRR5078919	IM058	28	2
SRR5079072	IM059	28	2
SRR5078779	IM060	28	1
SRR5078745	IM061	28	2
SRR5078807	IM062	28	2
SRR5078627	IM063	28	2
SRR5078702	IM064	28	1
SRR5078610	IM065	28	2
SRR5078877	IM066	28	2
SRR5078789	IM068	28	2
SRR5078913	IM069	28	2
SRR5078727	IM070	28	2
SRR5078977	IM071	28	2
SRR5078845	IM072	28	1
SRR5078801	IM073	28	3
SRR5078879	IM074	28	2
SRR5079021	IM075	28	2
SRR5078709	IM077	28	3
SRR5079011	IM078	28	2
SRR5078792	IM080	28	2
SRR5078571	IM081	28	2
SRR5078858	IM082	28	2
SRR5078775	IM083	28	3
SRR5078818	IM085	28	2
SRR5078739	IM086	28	2
SRR5078581	IM087	28	3
SRR5079024	IM088	28	2
SRR5078653	IM089	28	2
SRR5078722	IM090	28	2
SRR5078812	IM091	28	3
SRR5078607	IM092	28	3
SRR5078840	IM093	28	1
SRR5078598	IM094	28	2
SRR5078706	IM095	28	3
SRR5078599	IM096	28	1
SRR5078670	IM097	28	3
SRR5078657	IM099	28	2
SRR5079029	IM100	28	2
SRR5078976	IM101	28	2
SRR5078697	IM102	28	2
SRR5079005	IM103	28	2
SRR5078656	IM104	28	2
SRR5078971	IM105	28	2
SRR5078790	IM106	28	2
SRR5078748	IM107	28	2
SRR5078906	IM110	28	2
SRR5078666	IM112	28	2
SRR5078717	IM113	28	1
SRR5079015	IM114	28	2
SRR5078802	IM115	28	2
SRR5079033	IM117	28	2
SRR5078744	IM118	28	2
SRR5078892	IM120	28	2
SRR5079027	IM121	28	1
SRR5078921	IM124	28	2
SRR5078701	IM125	28	2
SRR5078821	IM126	28	2
SRR5078952	IM127	28	2
SRR5078986	IM131	28	1
SRR5078569	IM132	28	1
SRR5078883	IM135	28	1
SRR5078835	IM136	28	2
SRR5078665	IM137	28	1
SRR5079069	IM138	28	1
SRR5078605	IM139	28	1
SRR5078855	IM141	28	2
SRR5078633	IM142	28	2
SRR5078851	IM143	28	3
SRR5078688	IM144	28	2
SRR5078810	IM145	28	3
SRR5078751	IM146	28	2
SRR5078912	IM147	28	2
SRR5078716	IM148	28	2
SRR5078731	IM149	28	3
SRR5078723	IM150	28	3
SRR5078597	IM151	28	2
SRR5078771	IM152	28	2
SRR5078783	IM153	28	2
SRR5079035	IM154	28	2
SRR5079022	IM155	28	2
SRR5078844	IM156	28	2
SRR5079234	IM159	28	2
SRR5079149	IM160	28	1
SRR5079144	IM161	28	2
SRR5079195	IM162	28	2
SRR5079075	IM164	28	2
SRR5079207	IM165	28	2
SRR5079216	IM166	28	2
SRR5079091	IM169	28	2
SRR5079176	IM170	28	2
SRR5079172	IM171	28	2
SRR5079132	IM173	28	1
SRR5079094	IM174	28	2
SRR5079150	IM175	28	2
SRR5079116	IM176	28	2
SRR5079202	IM177	28	2
SRR5079136	IM178	28	2
SRR5079189	IM179	28	2
SRR5079101	IM180	28	2
SRR5079267	IM181	28	2
SRR5079126	IM182	28	2
SRR5079281	IM185	28	2
SRR5079283	IM186	28	2
SRR5079259	IM189	28	2
SRR5079225	IM190	28	2
SRR5079146	IM192	28	2
SRR5079285	IM193	28	2
SRR5079182	IM194	28	2
SRR5079108	IM195	28	1
SRR5079198	IM196	28	2
SRR5079264	IM198	28	1
SRR5079249	IM199	28	3
SRR5079194	IM200	28	2
SRR5079247	IM202	28	2
SRR5079153	IM203	28	1
SRR5079167	IM204	28	2
SRR5079117	IM205	28	2
SRR5079175	IM206	28	3
SRR5079289	IM207	28	2
SRR5079233	IM209	28	2
SRR5079148	IM210	28	2
SRR5079235	IM211	28	2
SRR5079250	IM212	28	2
SRR5079147	IM213	28	2
SRR5079106	IM214	28	2
SRR5079232	IM215	28	2
SRR5079244	IM216	28	1
SRR5079192	IM217	28	1
SRR5079124	IM218	28	2
SRR5079253	IM219	28	2
SRR5078884	IM001	56	2
SRR5078829	IM003	56	2
SRR5078566	IM004	56	2
SRR5078674	IM005	56	1
SRR5079051	IM006	56	1
SRR5078896	IM007	56	2
SRR5078630	IM008	56	2
SRR5078606	IM010	56	2
SRR5078695	IM011	56	2
SRR5078567	IM012	56	3
SRR5078728	IM014	56	2
SRR5079061	IM015	56	2
SRR5078866	IM017	56	3
SRR5078782	IM020	56	2
SRR5078570	IM021	56	2
SRR5078857	IM025	56	2
SRR5078864	IM026	56	3
SRR5078696	IM028	56	2
SRR5078618	IM030	56	2
SRR5078989	IM031	56	3
SRR5078962	IM032	56	2
SRR5078997	IM033	56	2
SRR5079052	IM034	56	2
SRR5078719	IM035	56	2
SRR5078690	IM036	56	2
SRR5078990	IM037	56	2
SRR5078658	IM040	56	2
SRR5078888	IM041	56	2
SRR5078673	IM042	56	2
SRR5079036	IM043	56	2
SRR5078822	IM044	56	2
SRR5078940	IM045	56	2
SRR5078798	IM048	56	2
SRR5078899	IM049	56	3
SRR5078647	IM050	56	2
SRR5078797	IM051	56	2
SRR5078873	IM052	56	2
SRR5078623	IM053	56	2
SRR5078637	IM054	56	3
SRR5079012	IM056	56	2
SRR5078923	IM057	56	2
SRR5078998	IM058	56	2
SRR5078616	IM059	56	2
SRR5078885	IM060	56	1
SRR5078772	IM061	56	2
SRR5078804	IM062	56	2
SRR5078854	IM063	56	2
SRR5078625	IM064	56	2
SRR5078972	IM066	56	2
SRR5078585	IM068	56	2
SRR5078631	IM069	56	1
SRR5078753	IM070	56	2
SRR5078572	IM071	56	2
SRR5078842	IM072	56	2
SRR5078793	IM073	56	3
SRR5078898	IM074	56	3
SRR5079049	IM075	56	2
SRR5078718	IM077	56	3
SRR5078967	IM078	56	2
SRR5078707	IM080	56	2
SRR5078893	IM081	56	2
SRR5078763	IM082	56	2
SRR5078838	IM083	56	1
SRR5078646	IM085	56	1
SRR5078767	IM086	56	2
SRR5079055	IM087	56	3
SRR5078961	IM088	56	2
SRR5078592	IM090	56	2
SRR5078908	IM091	56	3
SRR5078664	IM092	56	2
SRR5078868	IM094	56	2
SRR5078836	IM095	56	3
SRR5078949	IM096	56	1
SRR5078853	IM098	56	2
SRR5078808	IM099	56	2
SRR5079056	IM100	56	2
SRR5078890	IM101	56	2
SRR5078832	IM102	56	2
SRR5078632	IM103	56	2
SRR5078609	IM104	56	2
SRR5078768	IM105	56	2
SRR5078733	IM107	56	1
SRR5078672	IM110	56	2
SRR5078897	IM112	56	3
SRR5078823	IM113	56	1
SRR5078869	IM114	56	1
SRR5078713	IM115	56	2
SRR5079028	IM117	56	2
SRR5078741	IM118	56	2
SRR5078586	IM120	56	2
SRR5079026	IM121	56	2
SRR5078760	IM124	56	2
SRR5078847	IM125	56	2
SRR5078776	IM126	56	2
SRR5078956	IM127	56	2
SRR5078778	IM128	56	2
SRR5078700	IM131	56	1
SRR5078981	IM132	56	2
SRR5079030	IM133	56	2
SRR5079060	IM135	56	2
SRR5078641	IM136	56	2
SRR5079054	IM137	56	1
SRR5078661	IM138	56	1
SRR5078705	IM139	56	2
SRR5078965	IM141	56	1
SRR5079032	IM142	56	2
SRR5078996	IM143	56	2
SRR5078811	IM144	56	2
SRR5078756	IM145	56	3
SRR5079013	IM146	56	2
SRR5078624	IM147	56	2
SRR5078595	IM148	56	3
SRR5078757	IM149	56	3
SRR5078602	IM150	56	2
SRR5079065	IM151	56	3
SRR5078774	IM152	56	2
SRR5078740	IM153	56	2
SRR5078781	IM154	56	2
SRR5079068	IM155	56	2
SRR5078755	IM156	56	1
SRR5078843	IM157	56	2
SRR5079271	IM159	56	2
SRR5079157	IM160	56	1
SRR5079076	IM161	56	2
SRR5079173	IM162	56	2
SRR5079099	IM164	56	2
SRR5079145	IM165	56	3
SRR5079258	IM166	56	2
SRR5079114	IM167	56	1
SRR5079251	IM168	56	2
SRR5079218	IM169	56	2
SRR5079074	IM173	56	2
SRR5079215	IM174	56	1
SRR5079134	IM175	56	2
SRR5079211	IM177	56	3
SRR5079257	IM178	56	2
SRR5079197	IM179	56	2
SRR5079115	IM180	56	2
SRR5079270	IM181	56	1
SRR5079288	IM182	56	2
SRR5079095	IM185	56	1
SRR5079156	IM187	56	2
SRR5079222	IM189	56	2
SRR5079208	IM190	56	2
SRR5079278	IM192	56	2
SRR5079161	IM193	56	2
SRR5079220	IM194	56	2
SRR5079256	IM195	56	2
SRR5079092	IM196	56	2
SRR5079081	IM198	56	1
SRR5079209	IM199	56	3
SRR5079263	IM200	56	2
SRR5079242	IM202	56	2
SRR5079090	IM203	56	1
SRR5079152	IM204	56	2
SRR5079230	IM205	56	2
SRR5079237	IM206	56	3
SRR5079236	IM207	56	2
SRR5079164	IM209	56	2
SRR5079248	IM210	56	2
SRR5079097	IM211	56	2
SRR5079139	IM212	56	2
SRR5079103	IM213	56	2
SRR5079087	IM214	56	2
SRR5079265	IM215	56	3
SRR5079201	IM216	56	1
SRR5079178	IM217	56	2
SRR5079085	IM218	56	2
SRR5079280	IM219	56	1
SRR5078786	IM001	168	2
SRR5079006	IM003	168	2
SRR5078874	IM004	168	2
SRR5078738	IM006	168	1
SRR5078937	IM008	168	2
SRR5078667	IM009	168	2
SRR5078924	IM010	168	2
SRR5078785	IM012	168	2
SRR5078957	IM017	168	2
SRR5078942	IM018	168	2
SRR5078891	IM021	168	2
SRR5078943	IM026	168	2
SRR5078729	IM027	168	3
SRR5078958	IM028	168	1
SRR5078991	IM030	168	2
SRR5078968	IM031	168	2
SRR5079063	IM032	168	3
SRR5078769	IM034	168	2
SRR5078796	IM035	168	2
SRR5078681	IM036	168	2
SRR5079050	IM037	168	2
SRR5079025	IM041	168	3
SRR5078587	IM042	168	2
SRR5078975	IM043	168	2
SRR5078576	IM044	168	2
SRR5078784	IM045	168	2
SRR5078932	IM048	168	2
SRR5078865	IM049	168	2
SRR5078640	IM050	168	3
SRR5079058	IM051	168	2
SRR5078628	IM053	168	2
SRR5078871	IM054	168	2
SRR5079045	IM056	168	2
SRR5078780	IM057	168	1
SRR5079002	IM058	168	2
SRR5079071	IM059	168	2
SRR5078642	IM061	168	2
SRR5078732	IM063	168	2
SRR5078974	IM064	168	2
SRR5079007	IM065	168	2
SRR5078973	IM066	168	2
SRR5078742	IM068	168	2
SRR5078654	IM069	168	3
SRR5078895	IM070	168	2
SRR5078711	IM072	168	3
SRR5078787	IM075	168	2
SRR5079062	IM077	168	3
SRR5078856	IM078	168	3
SRR5078964	IM080	168	1
SRR5078724	IM081	168	2
SRR5079034	IM082	168	3
SRR5078979	IM083	168	3
SRR5078652	IM085	168	2
SRR5078677	IM086	168	2
SRR5078703	IM087	168	3
SRR5078600	IM088	168	2
SRR5078743	IM089	168	2
SRR5078737	IM090	168	2
SRR5078663	IM091	168	1
SRR5078660	IM092	168	2
SRR5078817	IM094	168	3
SRR5079014	IM095	168	3
SRR5078859	IM098	168	2
SRR5078699	IM099	168	3
SRR5078752	IM100	168	3
SRR5078819	IM101	168	2
SRR5078954	IM102	168	2
SRR5078715	IM104	168	1
SRR5078945	IM107	168	2
SRR5078584	IM110	168	2
SRR5078575	IM113	168	1
SRR5078824	IM114	168	3
SRR5078994	IM115	168	2
SRR5078766	IM117	168	2
SRR5078900	IM118	168	2
SRR5079039	IM120	168	2
SRR5078846	IM121	168	3
SRR5078620	IM124	168	1
SRR5079031	IM125	168	3
SRR5078928	IM126	168	3
SRR5079037	IM127	168	2
SRR5078947	IM131	168	2
SRR5078734	IM132	168	2
SRR5078794	IM133	168	2
SRR5079008	IM136	168	2
SRR5078615	IM137	168	1
SRR5078765	IM138	168	1
SRR5079070	IM139	168	2
SRR5078720	IM141	168	2
SRR5078638	IM142	168	3
SRR5078841	IM143	168	2
SRR5078993	IM144	168	2
SRR5078749	IM145	168	3
SRR5078806	IM146	168	2
SRR5078887	IM147	168	2
SRR5078927	IM148	168	2
SRR5078805	IM149	168	2
SRR5078987	IM150	168	2
SRR5079067	IM151	168	3
SRR5078889	IM152	168	2
SRR5078678	IM153	168	2
SRR5078988	IM154	168	2
SRR5078925	IM155	168	2
SRR5078982	IM156	168	2
SRR5078591	IM157	168	1
SRR5078915	IM159	168	2
SRR5079160	IM160	168	2
SRR5079268	IM161	168	2
SRR5079255	IM162	168	2
SRR5079105	IM164	168	2
SRR5079122	IM165	168	2
SRR5079183	IM166	168	2
SRR5079246	IM167	168	2
SRR5079179	IM168	168	2
SRR5079273	IM169	168	2
SRR5079269	IM170	168	2
SRR5079170	IM171	168	2
SRR5079181	IM173	168	2
SRR5079088	IM174	168	2
SRR5079214	IM175	168	2
SRR5079204	IM177	168	3
SRR5079120	IM178	168	2
SRR5079131	IM179	168	2
SRR5079107	IM180	168	1
SRR5079241	IM181	168	2
SRR5079286	IM182	168	2
SRR5079128	IM185	168	2
SRR5079282	IM186	168	2
SRR5079123	IM189	168	2
